location,location_s,features,bath,bed,toilet,price,description,page,loc
adekunle fajuyi ikeja gra ikeja lagos,adekunle fajuyi ikeja gra ikeja lagos,1 bed 1 bath 2 toilet,1,1,2,1000000,Very nice and spacious 1bedroom Apartment Price:1m per annum Location: Adekunle Fajuyi Rd Ikeja Gra ... Security. Parking Space. ...,3,ikeja
off jaiyeola fajobi street oregun ikeja lagos,off jaiyeola fajobi street oregun ikeja lagos,1 bed 1 bath 1 toilet,1,1,1,400000,"Spacious miniflats With toilet and bathroom Fenced and gated with spacious, kitchen,borehole Price:400k per annum LOCATION: off jaiyeola Fajobi street, Oregun ikeja lagos ... Cheap. Security. Big Compound. Pop Ceiling. Parking Space. ...",3,ikeja
allen avenue ikeja lagos,allen avenue ikeja lagos,3 bed 3 bath 4 toilet,3,3,4,2000000,Newly Built Luxury 3BEDROOM flats all rooms ensuite with fitted kitchen cabinets and spacious compound Price: 2million per annum LOCATION: off Allen Avenue ikeja Lagos ... New. Parking Space. All Room Ensuit. Pop Ceiling. Security. ...,3,ikeja
allen avenue ikeja lagos,allen avenue ikeja lagos,3 bed 3 bath 5 toilet,3,3,5,3500000,Newly Built Luxury 3bedroom semi detached duplex with a room Boys Quarter in a serene environment with fitted kitchen cabinets and fitted facilities Price: 3m per annum LOCATION: off Allen Avenue ikeja Lagos ... New. Parking Space. Security Doors. Boys Quater. Big Compound. All Room Ensuit. Security. 24 Hours Security. Jacuzzi. Pop Ceiling. ...,3,ikeja
opebi road ikeja opebi ikeja lagos,opebi road ikeja opebi ikeja lagos,0 bed 0 bath 2 toilet,0,0,2,6500000,Very nice office space 1st floor measuring 300sqm on Opebi road lkeja Lagos Rent 6.5m asking Agency 650k Legal 300k ... Big Compound. Parking Space. Security. ...,3,ikeja
"omole phase 1, ikeja lagos","omole phase 1, ikeja lagos",10 bed 10 bath 10 toilet,0,0,0,10000000,"** 10 Bedroom Detached Duplex plus 3 room Servant Quarter ** spacious anteroom ** 1 bedroom self contain at Pent house ** 6 room at 1st floor ** 3 rooms, kitchen, dining & living room of ground floor ** Serene ... Renovated. Dry. Boys Quater. Water Treatment. Big Compound. ...",3,ikeja
opebi ikeja lagos,opebi ikeja lagos,3 bed 3 bath 4 toilet,3,3,4,1300000,"Modern interior, wardrobe, fitted kitchen cabinets, Borehole, fittings and serene compound. ... ...",4,ikeja
adeniyi jones ikeja lagos,adeniyi jones ikeja lagos,1 bed 4 bath 8 toilet,4,1,8,31344300,"Location: Ikeja Industrial For Lease warehouse capacity of 24,111 sqft with office space , concrete design all around, spacious compound good for storage or manufacturing at Ikeja industrial area ikeja Lagos. Rent rent 1300 per sqft ... Cheap. Big Compound. 24 Hours Security. ...",4,ikeja
ikeja gra ikeja lagos,ikeja gra ikeja lagos,3 bed 3 bath 4 toilet,3,3,4,4500000,"For Rent 3 Bedroom luxury apartment with Bq stylish and tastefully finished offering an exquisite, spacious and bright interior combining beautiful period features with stunning contemporary, Fitted Modern Separate Kitchen,GYM, HOT TUB, POOL, swimming pool ... New. Serviced. Boys Quater. Water Treatment. Big Compound. All Room Ensuit. Street Lights. Swimming Pool. Drainage System. Jacuzzi. Gym. Security. 24 Hours Electricity. Children Play Ground. Cctv Cameras. 24 Hours Security. Security Doors. Pop Ceiling. ...",4,ikeja
off awolowo way obafemi awolowo way ikeja lagos,off awolowo way obafemi awolowo way ikeja lagos,3 bed 3 bath 4 toilet,3,3,4,2000000,"Brand New 4 Units 3 Bedroom flats all rooms ensuite plus visitors toilet and a mini flat with an ample parking space for letting at off awolowo way,ikeja.The rent for each flat is 2 million ... New. Serviced. Boys Quater. Big Compound. All Room Ensuit. Parking Space. Supermarket Nearby. Street Lights. Security. 24 Hours Electricity. Church Nearby. Mosques Nearby. 24 Hours Security. Security Doors. Pop Ceiling. Restaurants Nearby. ...",4,ikeja
"off awolowo way,ikeja obafemi awolowo way ikeja lagos","off awolowo way,ikeja obafemi awolowo way ikeja lagos",3 bed 3 bath 4 toilet,3,3,4,1000000,"3 Bedroom flat all rooms ensuite plus visitors toilet and an ample parking space for letting at off awolowo way,ikeja.The rent is 1 million naira.minimum rent of 1 year.The property is suitable for 100% Residential ... Church Nearby. Big Compound. Mosques Nearby. Security Doors. All Room Ensuit. Parking Space. Pop Ceiling. Supermarket Nearby. Restaurants Nearby. ...",4,ikeja
off toyin street toyin street ikeja lagos,off toyin street toyin street ikeja lagos,4 bed 3 bath 3 toilet,3,4,3,1500000,"4 Bedroom Duplex with 3toilets/3 bathrooms for letting at off toyin street,ikeja.The rent is 1.5 million naira per anum.minimum rent of 1 year.The property is suitable for both Residential & Commercial Purpose ... Church Nearby. Big Compound. Mosques Nearby. 24 Hours Security. Parking Space. Supermarket Nearby. Street Lights. Restaurants Nearby. ...",4,ikeja
"off toyin street,ikeja toyin street ikeja lagos","off toyin street,ikeja toyin street ikeja lagos",3 bed 3 bath 3 toilet,3,3,3,900000,"Standard and sizeable 3 Bedroom flat with 3 toilet3/3 bathrooms,2 rooms ensuite for letting at off toyin street,ikeja.The rent is 900,000 naira.minimum rent of 1 year,(prefarably family).The property is suitable for 100% Residential Purpose ... Security. Water Treatment. Church Nearby. Big Compound. Mosques Nearby. 24 Hours Security. All Room Ensuit. Parking Space. Supermarket Nearby. Street Lights. Restaurants Nearby. ...",4,ikeja
opebi ikeja lagos,opebi ikeja lagos,3 bed 3 bath 4 toilet,3,3,4,1300000,"Modern interior, wardrobe, fitted kitchen cabinets, Borehole, fittings and serene compound. ... ...",4,ikeja
off awolowo way obafemi awolowo way ikeja lagos,off awolowo way obafemi awolowo way ikeja lagos,1 bed 1 bath 1 toilet,1,1,1,500000,"Mini Flat for letting at off awolowo way,ikeja.The rent is 500,000 naira.Minimum rent of 1 year.The property is suitable for 100% Residential Purpose. ... Renovated. Security. Church Nearby. Big Compound. Mosques Nearby. 24 Hours Security. All Room Ensuit. Parking Space. Supermarket Nearby. Street Lights. Restaurants Nearby. ...",5,ikeja
adeniyi jones ikeja lagos,adeniyi jones ikeja lagos,3 bed 3 bath 4 toilet,3,3,4,3000000,"New House of 6 Units 3 Bedroom luxury apartments with Bq stylish and tastefully finished offering an exquisite, spacious and bright interior combining beautiful period features with stunning contemporary located at Akura Villas Adeniye Jones Fully ... Dry. Cheap. Renovated. Serviced. Boys Quater. Water Treatment. Big Compound. All Room Ensuit. Parking Space. Supermarket Nearby. Street Lights. Drainage System. Gym. Security. 24 Hours Electricity. 24 Hours Security. Security Doors. Pop Ceiling. Restaurants Nearby. ...",5,ikeja
"off olowu,ikeja obafemi awolowo way ikeja lagos","off olowu,ikeja obafemi awolowo way ikeja lagos",0 bed 0 bath 0 toilet,0,0,0,1000000,"Ensuite Big Shop for letting at off olowu in a shopping complex,ground floor,ikeja.The rent is 1 million naira.minimum rent of 1 year.The property is suitable for 100% Commercial Purpose ... New. Big Compound. All Room Ensuit. Parking Space. Supermarket Nearby. Street Lights. Security. 24 Hours Electricity. Church Nearby. Mosques Nearby. 24 Hours Security. Security Doors. Pop Ceiling. Restaurants Nearby. ...",5,ikeja
ikeja gra ikeja lagos,ikeja gra ikeja lagos,4 bed 4 bath 6 toilet,4,4,6,4000000,"5 units of luxury 4 bedroom terrace duplexes tastefully finished. It consists of 4 bedrooms all en-suite bedrooms, 2 balconies, 2 living rooms, a fitted kitchen, a store, Interlocked paving stone external flooring, walk ways ... Dry. Cheap. Renovated. Serviced. Boys Quater. Water Treatment. Big Compound. All Room Ensuit. Parking Space. Supermarket Nearby. Street Lights. Swimming Pool. Drainage System. Security. 24 Hours Electricity. 24 Hours Security. Security Doors. Pop Ceiling. ...",5,ikeja
off oregun oregun ikeja lagos,off oregun oregun ikeja lagos,1 bed 1 bath 1 toilet,1,1,1,500000,"Newly Renovated Mini Flat for letting at off Oregun,ikeja.The rent is 500,000 naira.minimum rent of 1 year.The property is suitable for 100% Residential Purpose ... Renovated. Security. Church Nearby. Big Compound. Mosques Nearby. 24 Hours Security. Parking Space. Supermarket Nearby. Street Lights. Restaurants Nearby. ...",5,ikeja
off awolowo way obafemi awolowo way ikeja lagos,off awolowo way obafemi awolowo way ikeja lagos,4 bed 4 bath 5 toilet,4,4,5,3000000,"Brand New 4 Bedroom Fully Detached Duplex plus a room bq for lease at off awolowo way,ikeja.The rent is 3 million naira,minimum rent of 2 years.The property is suitable for both Residential and Commercial Purpose. ... New. Security. Church Nearby. Big Compound. Mosques Nearby. 24 Hours Security. Security Doors. All Room Ensuit. Parking Space. Pop Ceiling. Supermarket Nearby. Street Lights. Restaurants Nearby. ...",5,ikeja
alausa ikeja lagos,alausa ikeja lagos,3 bed 3 bath 4 toilet,3,3,4,3500000,"For Rent Newly built 3 bedroom fully detached duplex (all en-suite) Stylish And Tastefully Finished Offering An Exquisite, Spacious And Bright Interior Combining Beautiful Period Features With Stunning Contemporary, 2 balconies, 2 living rooms, a ... Cheap. Water Treatment. Big Compound. All Room Ensuit. Parking Space. Supermarket Nearby. Street Lights. Drainage System. Security. Children Play Ground. 24 Hours Security. Security Doors. Pop Ceiling. Restaurants Nearby. ...",5,ikeja
salvation opebi ikeja lagos,salvation opebi ikeja lagos,1 bed 1 bath 1 toilet,1,1,1,300000,"A Room Self Contain for letting at off opebi by salvation street,ikeja.The rent is 300,000 naira.minimum rent of 1 year.The property is suitable for 100% Residential Purpose ... New. Renovated. Church Nearby. Mosques Nearby. 24 Hours Security. All Room Ensuit. Parking Space. Supermarket Nearby. Restaurants Nearby. ...",5,ikeja
peace estate oregun ikeja lagos,peace estate oregun ikeja lagos,4 bed 4 bath 5 toilet,4,4,5,2500000,4 bedroom terrace duplex 2 sitting rooms with a room boy quarter all rooms ensuite wih AC serviced in Peace Estate oregun Ikeja Rent 2.5M ... Cheap. Serviced. Boys Quater. Drainage System. Security. Water Treatment. Big Compound. 24 Hours Security. All Room Ensuit. Parking Space. Street Lights. ...,5,ikeja
akilo ikeja gra ikeja lagos,akilo ikeja gra ikeja lagos,1 bed 2 bath 2 toilet,2,1,2,450000,Executive mini flat at akilo ogba very close to ikeja new house ... New. Furnished. Security. Water Treatment. Security Doors. Pop Ceiling. Supermarket Nearby. Street Lights. ...,5,ikeja
off awolowo way obafemi awolowo way ikeja lagos,off awolowo way obafemi awolowo way ikeja lagos,4 bed 3 bath 3 toilet,3,4,3,1500000,"4 bedroom duplex for letting at off awolowo way,ikeja.The rent is 1.500,000 naira.minimum rent of 1 year.The property is suitable for Both Residential & Commercial Purpose ... Renovated. Security. Church Nearby. Mosques Nearby. Parking Space. Supermarket Nearby. Street Lights. Restaurants Nearby. ...",5,ikeja
off awolowo way obafemi awolowo way ikeja lagos,off awolowo way obafemi awolowo way ikeja lagos,1 bed 1 bath 1 toilet,1,1,1,500000,"Mini Flat for letting at off awolowo way,ikeja.The rent is 500,000 naira.Minimum rent of 1 year.The property is suitable for 100% Residential Purpose. ... Renovated. Security. Church Nearby. Big Compound. Mosques Nearby. 24 Hours Security. All Room Ensuit. Parking Space. Supermarket Nearby. Street Lights. Restaurants Nearby. ...",5,ikeja
off allen avenue allen avenue ikeja lagos,off allen avenue allen avenue ikeja lagos,1 bed 1 bath 1 toilet,1,1,1,400000,"Room Self Contain for letting at off allen avenue,ikeja.The rent is 400,000 naira.minimum rent of 1 year.The property is suitable for 100% Residential Purpose ... Renovated. Security. Church Nearby. Big Compound. Mosques Nearby. 24 Hours Security. All Room Ensuit. Parking Space. Supermarket Nearby. Restaurants Nearby. ...",6,ikeja
omole phase 1 ikeja gra ikeja lagos,omole phase 1 ikeja gra ikeja lagos,5 bed 6 bath 6 toilet,6,5,6,6000000,"It is a newly renovated house in a serene neighborhood with a spacious parking space, self compound, all rooms ensuite. The roads to accessed the house are well tarred. There is also quarter's for workers ... New. Renovated. Furnished. Boys Quater. Water Treatment. Big Compound. All Room Ensuit. Parking Space. Swimming Pool. Fast Internet. Drainage System. Jacuzzi. Security. Children Play Ground. Security Doors. Pop Ceiling. Restaurants Nearby. ...",6,ikeja
off awolowo way awolowo way ikeja lagos,off awolowo way awolowo way ikeja lagos,2 bed 2 bath 2 toilet,2,2,2,800000,"2 Bedroom flat with 2 toilets/2 bathrooms for letting at off awolowo way,ikeja.The rent is 800,000 naira.minimum rent of 1 year.The property is suitable for 100% Residential Purpose ... Renovated. Security. Church Nearby. Big Compound. Mosques Nearby. 24 Hours Security. Security Doors. Parking Space. Supermarket Nearby. Restaurants Nearby. ...",6,ikeja
off allen avenue allen avenue ikeja lagos,off allen avenue allen avenue ikeja lagos,1 bed 1 bath 1 toilet,1,1,1,300000,"Room Self Contain in a secure estate for letting at off allen avenue,ikeja.The rent is 300,000 naira.minimum rent of 1 year.The property is suitable for 100% Residential Purpose ... Renovated. Security. Church Nearby. Big Compound. Mosques Nearby. 24 Hours Security. All Room Ensuit. Parking Space. Supermarket Nearby. Street Lights. Restaurants Nearby. ...",6,ikeja
off awolowo way by balogun obafemi awolowo way ikeja lagos,off awolowo way by balogun obafemi awolowo way ikeja lagos,3 bed 2 bath 2 toilet,2,3,2,1000000,"3 Bedroom Flat with 2toilets/2 bathrooms for letting at off awolowo way by balogun,ikeja.The rent is 1 million naira per anum.minimum rent of 1 year.The property is suitable for Both Residential and Commercial Purpose ... Security. Church Nearby. Big Compound. Mosques Nearby. 24 Hours Security. Parking Space. Supermarket Nearby. Street Lights. Restaurants Nearby. ...",6,ikeja
moera estate adeniyi jones ikeja lagos,moera estate adeniyi jones ikeja lagos,1 bed 1 bath 1 toilet,1,1,1,700000,"LETTING (newly built) 88% Completion to be ready fully by middle of march *@ MOERA ESTATE, Ikeja :- Mini Flat (decent & nice) with good facilities and amenities , such as wall screeding, single ... New. Drainage System. Security. Security Doors. ...",6,ikeja
in a secure estate adeniyi jones ikeja lagos,in a secure estate adeniyi jones ikeja lagos,1 bed 1 bath 1 toilet,1,1,1,400000,"Brand New Room Self Contain for letting at adeniyi jones,ikeja.(in a secure estate) The rent is 400,000 naira per anum.minimum rent of 1 year.The property is suitable for 100% Residential Purpose ... New. Security. 24 Hours Electricity. Church Nearby. Big Compound. Mosques Nearby. 24 Hours Security. All Room Ensuit. Parking Space. Pop Ceiling. Supermarket Nearby. Street Lights. Restaurants Nearby. ...",6,ikeja
off allen avenue allen avenue ikeja lagos,off allen avenue allen avenue ikeja lagos,1 bed 1 bath 1 toilet,1,1,1,400000,"Room Self Contain for letting at off allen avenue,ikeja.The rent is 400,000 naira.minimum rent of 1 year.The property is suitable for 100% Residential Purpose ... Renovated. Security. Church Nearby. Big Compound. Mosques Nearby. 24 Hours Security. All Room Ensuit. Parking Space. Supermarket Nearby. Restaurants Nearby. ...",6,ikeja
oduduwa crescent ikeja gra ikeja lagos,oduduwa crescent ikeja gra ikeja lagos,5 bed 5 bath 6 toilet,5,5,6,12000000,5 bedroom Detached Bungalow House for rent Oduduwa crescent Ikeja GRA Ikeja Lagos ... ...,7,ikeja
ikeja gra ikeja lagos,ikeja gra ikeja lagos,4 bed 5 bath  toilet,5,4, ,6500000,IKEJA G R A TOLET/SALE DIRECT TO MANDATE Newly Tasteful Built 3 Nos of 4 Bedrooms Terrace Duplex with a Room Bq at Ikeja G R A Ikeja Lagos. Rent N6.5 Millions Naira a Year Each. SALE N150 Millions ... New. Boys Quater. Drainage System. Security. Children Play Ground. Big Compound. Security Doors. All Room Ensuit. Parking Space. Pop Ceiling. ...,7,ikeja
alausa ikeja lagos,alausa ikeja lagos,3 bed 3 bath 4 toilet,3,3,4,3500000,"For Rent Newly build 3 bedroom duplex with, Bq (all en-suite) Stylish And Tastefully Finished Offering An Exquisite, Spacious And Bright Interior big balconies, 2 living rooms, a store, Fitted Modern Kitchen, , Security ... New. Cheap. Serviced. Boys Quater. Water Treatment. Big Compound. All Room Ensuit. Supermarket Nearby. Street Lights. Drainage System. Security. Children Play Ground. 24 Hours Security. Security Doors. Pop Ceiling. Restaurants Nearby. ...",7,ikeja
off awolowo way obafemi awolowo way ikeja lagos,off awolowo way obafemi awolowo way ikeja lagos,1 bed 1 bath 1 toilet,1,1,1,1000000,"Newly Renovated 2 units mini flat for letting at off awolowo way,ikeja.The rent is 1 million naira for each unit.minimum rent of 1 year.The property is suitable for 100% Residential Purpose ... Renovated. Security. Church Nearby. Big Compound. Mosques Nearby. 24 Hours Security. Parking Space. Supermarket Nearby. Street Lights. Restaurants Nearby. ...",7,ikeja
salvation opebi ikeja lagos,salvation opebi ikeja lagos,1 bed 1 bath 1 toilet,1,1,1,400000,"Mini Flat for letting at opebi by salvation street,ikeja.The rent is 400,000 naira.minimum rent of 1 year.The property is suitable for 100% Residential Purpose ... Renovated. Security. Church Nearby. Big Compound. Mosques Nearby. Parking Space. Supermarket Nearby. Street Lights. Restaurants Nearby. ...",7,ikeja
ikeja gra ikeja lagos,ikeja gra ikeja lagos,3 bed 3 bath 4 toilet,3,3,4,4500000,"For Rent newly renovated 3 Bedroom luxury apartment with Bq, serviced and tastefully finished offering an exquisite, spacious and bright interior combining beautiful features with stunning contemporary, Fitted Modern Separate Kitchen, swimming pool, at at ... New. Renovated. Serviced. Boys Quater. Jacuzzi. Security. 24 Hours Electricity. Big Compound. 24 Hours Security. Security Doors. All Room Ensuit. Pop Ceiling. Street Lights. Swimming Pool. ...",7,ikeja
